Frame,Sub Frame,"Position - TelloUWB22",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
657,0,"770.286","957.487","3.83806"
658,0,"770.285","957.475","3.84879"
659,0,"770.454","957.435","3.6385"
660,0,"770.308","957.489","3.83586"
661,0,"770.333","957.417","3.70585"
662,0,"770.304","957.397","3.76143"
663,0,"770.301","957.48","3.81453"
664,0,"770.317","957.422","3.71818"
665,0,"770.323","957.435","3.71202"
666,0,"770.307","957.466","3.91153"
667,0,"770.283","957.465","3.83883"
668,0,"770.272","957.488","3.88215"
669,0,"770.295","957.49","3.84114"
670,0,"770.307","957.481","3.84309"
671,0,"770.312","957.409","3.72071"
672,0,"770.318","957.48","3.88271"
673,0,"770.315","957.475","3.89565"
674,0,"770.325","957.418","3.70735"
675,0,"770.295","957.47","3.87574"
676,0,"770.426","957.499","3.77455"
677,0,"770.32","957.418","3.70142"
678,0,"770.299","957.477","3.83557"
679,0,"770.301","957.488","3.82792"
680,0,"770.294","957.489","3.87511"
681,0,"770.309","957.474","3.90054"
682,0,"770.331","957.405","3.75224"
683,0,"770.315","957.477","3.88549"
684,0,"770.292","957.479","3.84956"
685,0,"770.298","957.48","3.82345"
686,0,"770.32","957.412","3.70769"
687,0,"770.297","957.463","3.84329"
688,0,"770.289","957.491","3.83949"
689,0,"770.31","957.48","3.88342"
690,0,"770.297","957.481","3.83449"
691,0,"770.302","957.487","3.92274"
692,0,"770.425","957.483","3.77283"
693,0,"770.285","957.484","3.84595"
694,0,"770.326","957.489","3.87332"
695,0,"770.313","957.492","3.90658"
696,0,"770.282","957.472","3.85521"
697,0,"770.313","957.402","3.72346"
698,0,"770.293","957.481","3.8531"
699,0,"770.403","957.489","3.74778"
700,0,"770.289","957.482","3.83918"
701,0,"770.285","957.49","3.8336"
702,0,"770.282","957.479","3.89564"
703,0,"770.292","957.47","3.84787"
704,0,"770.314","957.469","3.87458"
705,0,"770.293","957.484","3.85805"
706,0,"770.331","957.414","3.70415"
707,0,"770.274","957.485","3.90263"
708,0,"770.307","957.483","3.88932"
709,0,"770.282","957.493","3.84382"
710,0,"770.3","957.475","3.93726"
711,0,"770.301","957.474","3.8461"
712,0,"770.304","957.468","3.83425"
713,0,"770.347","957.412","3.73694"
714,0,"770.397","957.482","3.74825"
715,0,"770.327","957.37","3.95044"
716,0,"770.289","957.095","4.48742"
717,0,"770.789","957.051","4.45788"
718,0,"770.933","957.36","3.725"
719,0,"770.748","956.964","4.67597"
